Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
PEG,St. Francis of Assisi,117159.987,Italy,43.09690094,12.51140022
OXB,Osvaldo Vieira International,116540.368,Guinea Bissau,11.8888998,-15.65719986
PNR,Pointe Noire,116124.4,Congo,-4.810599804,11.88580036
GGT,Georgetown-Exuma International,115192.805,Bahamas,23.46809959,-75.78250122
KAN,Mallam Aminu Kano Intl,114759.505,Nigeria,12.04640007,8.523900032
FEG,Fergana International,113879.906,Uzbekistan,40.35029984,71.7335968
BHK,Bukhara International,113268.953,Uzbekistan,39.76670075,64.48329926
TOS,Langnes,113255.954,Norway,69.68139648,18.92169952
AJA,Napoleon Bonaparte,111271.44,France,41.92419815,8.803099632
LRH,Laleu,111145.783,France,46.18059921,-1.185799956
SWF,Newburgh Stewart International,110682.152,United States,41.50579834,-74.09719849
BLK,Blackpool,110595.492,United Kingdom,53.77190018,-3.036099911
AQJ,King Hussein International,110478.501,Jordan,29.61249924,35.01940155
DVO,Francisco Bangoy International,110439.504,Philippines,7.131700039,125.6493988
HAS,Hail,110045.201,Saudi Arabia,27.43889999,41.68640137
PGF,Llabanere,109529.574,France,42.74079895,2.871700048
FPO,Grand Bahama International,109399.584,Bahamas,26.55669975,-78.69940186
HKD,Hakodate,108983.616,Japan,41.7682991,140.8224945
VOZ,Voronezh,108862.292,Russian Federation,51.66669846,39.21670151
CUZ,A.Velasco Astete Intl,107943.696,Peru,-13.52939987,-71.95970154
TBZ,Tabriz International,107298.079,Iran,38.13169861,46.24330139
CBR,Canberra,106496.474,Australia,-35.30889893,149.1950073
KIJ,Niigata,106162.833,Japan,37.95330048,139.1224976
XNB,Dubai Etihad Bus Station,105551.88,United Arab Emirates,25.25,55.35779953
UGC,Urgench International,105478.219,Uzbekistan,41.57780075,60.64170075
BGF,Mpoko International Airport,105408.891,Central African Republic,4.396100044,18.52029991
XSP,Seletar,104823.936,Singapore,1.416700006,103.8694
OAX,Xoxocotlan Intl,104100.325,Mexico,16.98329926,-96.73329926
TGM,Transilvania,103875.009,Romania,46.53329849,24.5333004
MRA,Misurata,103502.371,Libya,32.32580185,15.06060028
LAQ,Labraq,103493.705,Libya,28.59219933,18.72330093
GUW,Atyrau,102423.454,Kazakhstan,47.11669922,51.90000153
EPA,El Palomar Airport,102024.818,Argentina,-34.60829926,-58.61249924
NLA,Ndola,101855.831,Zambia,-12.99580002,28.66309929
XOZ,Doha Free Zone,101825.5,Qatar,24.83329964,50.91669846
BES,Bretagne,101604.517,France,48.44720078,-4.420599937
BUQ,Joshua M. Nkomo Intl,100997.897,Zimbabwe,-20.01689911,28.61809921
GOJ,Strigino,100278.619,Russian Federation,56.22320175,43.78379822
IBR,Ibaraki Airport,99892.982,Japan,36.23329926,140.3500061
TMP,Tampere-Pirkkala,98419.762,Finland,61.46390152,23.73889923
YIW,Yiwu Airport,98246.442,China,29.26670075,120.0500031
WVB,Walvis Bay Airport,98116.452,Namibia,-22.97859955,14.65060043
YLW,Kelowna International,97709.15,Canada,49.96530151,-119.3778
TLM,Zenata,97054.867,Algeria,35.0155983,-1.458299995
NOS,Fascene,96959.541,Madagascar,-13.31110001,48.31389999
XUZ,Guanyin,96747.224,China,34.26670075,117.1832962
ZGC,Bus Station,96625.9,Croatia,45.80329895,15.99330044
ISL,Ataturk Airport,96534.907,Turkey,41.26029968,28.74189949
ZGY,Kuching Port,96469.912,Malaysia,1.549999952,110.3833008
HUY,Humberside,95824.295,United Kingdom,53.57440186,-0.350800008
SGC,Surgut,95637.976,Russian Federation,61.23329926,73.33329773
GRQ,Eelde,94771.376,Netherlands,53.12030029,6.575600147
CIT,Shymkent International,94749.711,Kazakhstan,42.36410141,69.47879791
LRR,Lar Airport,94632.72,Iran,27.67280006,54.38090134
KGF,Sary-Arka,94000.102,Kazakhstan,49.83330154,73.16670227
DOM,Melville Hall,93909.109,Dominica,15.54310036,-61.30920029
BNX,Banja Luka International Airport,93800.784,Bosnia and Herzegovina,44.9408989,17.29759979
SMI,Samos,93653.462,Greece,37.68889999,26.91390038
GIZ,Gizan,93631.797,Saudi Arabia,16.86669922,42.58330154
PBI,Palm Beach Intl,92821.526,United States,26.68219948,-80.09420013
PPS,Puerto Princesa International,92743.532,Philippines,9.742199898,118.7538986
YNZ,Nanyang Airport,92600.543,China,33.42580032,120.2031021
TUF,St Symphorien,92539.881,France,47.43249893,0.727800012
PEI,Matecana International,91101.325,Colombia,4.814700127,-75.74500275
VXO,Vaxjo,90880.342,Sweden,56.92509842,14.72710037
ALY,El Nouzha,90551.034,Egypt,31.18779945,29.94809914
CUU,R. Fierro Villalobos,90438.376,Mexico,28.65250015,-106.0943985
GSP,Greenville International,90143.732,United States,34.89889908,-82.21389771
ZCL,Leobardo C. Ruiz Intl,89944.414,Mexico,22.89719963,-102.6853027
FNJ,Sunan Intl,89398.456,North Korea,39.20000076,125.6832962
OIT,Oita,89108.145,Japan,33.47610092,131.7397003
MCI,Kansas City Intl,89012.819,United States,39.2928009,-94.72669983
TOY,Toyama,88484.193,Japan,36.64419937,137.1889038
GRV,Grozny,88380.201,Russian Federation,43.33330154,45.70000076
TMS,Sao Tome International Airport,88224.213,Sao Tome and Principe,0.378300011,6.724999905
LPI,Linkoping,87491.936,Sweden,58.4068985,15.6736002
NAG,Dr. Ambedkar Intl Airport,87266.62,India,21.09110069,79.04969788
CEK,Balandino Airport,86971.976,Russian Federation,55.29999924,61.5
LGG,Liege Airport,86950.311,Belgium,50.63750076,5.44329977
SZY,Olsztyn-Mazury Airport,86642.668,Poland,53.48189926,20.94750023
ZSE,Pierrefonds,86400.02,Reunion,-21.33329964,55.48329926
ZQW,Zweibruecken Airport,86222.367,Germany,49.20940018,7.400599957
SFJ,Kangerlussuaq Airport,85230.11,Greenland,67.0121994,-50.71969986
ETM,Ramon International Airport,84883.47,Israel,29.72719955,35.0141983
ETZ,Lorraine,84480.501,France,48.97919846,6.247799873
UUS,Yuzhno-Sakhalinsk,83414.583,Russian Federation,46.88330078,142.7167053
MME,Tees Valley,83345.255,United Kingdom,54.51169968,-1.420600057
YEH,Yueyahu,81690.049,China,38.58810043,106.5385971
UET,Quetta International,80931.774,Pakistan,30.25359917,66.93609619
BHD,George Best City Airport,80004.512,United Kingdom,54.61719894,-5.870800018
MDG,Hailang,78830.269,China,44.59999847,129.5
ZHA,Zhanjiang,78262.646,China,21.26670075,110.4666977
VAA,Vaasa,77816.347,Finland,63.04499817,21.76140022
KMI,Miyazaki,77530.369,Japan,31.87439919,131.4438934
MUB,Maun,77114.401,Botswana,-19.9708004,23.43059921
AJF,Al Jouf,77062.405,Saudi Arabia,29.79999924,40.06669998
CMF,Chambery/Aix-les-Bains,76941.081,France,45.63890076,5.881700039
SZF,Carsamba Airport,76616.106,Turkey,41.25989914,36.55879974
KVD,Ganja,75597.851,Azerbaijan,40.73329926,46.31669998
GWY,Carnmore,75446.196,Ireland,53.29439926,-8.949999809
IXC,Chandigarh,75030.228,India,30.6718998,76.79060364
ACH,St Gallen-Altenrhein Airport,74250.288,Switzerland,47.48500061,9.560799599
TXN,Tunxi International,74076.968,China,29.73329926,118.3000031
PKX,Daxing International Airport,74063.969,China,39.50859833,116.4107971
INV,Inverness Airport,73894.982,United Kingdom,57.54249954,-4.048299789
CDT,Castellon Airport,73279.696,Spain,40.20970154,0.0197
ELH,North Eleuthera,72673.076,Bahamas,25.47470093,-76.68499756
TJM,Tyumen,72560.418,Russian Federation,57.15000153,65.53330231
TJU,Kulob Airport,72222.444,Tajikistan,37.98830032,69.80660248
STT,Metropolitan Area,72066.456,United States,18.33720017,-64.97329712
HAU,"Haugesund Airport, Karmoy",71355.844,Norway,59.4056015,5.279200077
DNK,Dnipropetrovsk International,71269.184,Ukraine,48.45000076,34.98329926
LWN,Shirak,71247.519,Armenia,40.71670151,43.83330154
YGJ,Miho Ab,71169.525,Japan,35.49140167,133.2422028
TAB,ANR Robinson International,70879.214,Trinidad and Tobago,11.14640045,-60.83670044
CFE,Auvergne Airport,70419.916,France,45.78580093,3.167500019
PHC,Port Harcourt International,69895.623,Nigeria,5.015399933,6.950099945
VXE,San Pedro,69427.659,Cape Verde,16.83329964,-25.06669998
ESU,Mogador Airport,69102.684,Morocco,31.39749908,-9.681699753
URT,Surat Thani,68977.027,Thailand,9.133299828,99.13330078
BLZ,Chileka International Airport,68370.407,Malawi,-15.67469978,34.97079849
SFA,Thyna Airport,68101.761,Tunisia,34.7181015,10.69169998
CND,Mihail Kogalniceanu,67733.456,Romania,44.34999847,28.48329926
JBQ,Dr. Joaquin Balaguer Airport,67646.796,Dominican Republic,18.57220078,-69.98560333
DLI,Lien Khuong,67616.465,Vietnam,11.74969959,108.3778
REN,Orenburg,67555.803,Russian Federation,51.78329849,55.11669922
FSC,Sud-Corse,65874.599,France,41.58330154,9.25
AZS,EL Catey Intl,65852.934,Dominican Republic,19.27059937,-69.73690033
HUX,Bahias de Huatulco Intl,65770.607,Mexico,15.77390003,-96.26249695
LCG,A Coruna Airport,65514.96,Spain,43.29940033,-8.379199982
OGL,Ogle Airport,65376.304,Guyana,6.800000191,-58.10559845
CAP,Hugo Chavez Intl,65285.311,Haiti,19.73279953,-72.1949997
NQY,Cornwall,65012.332,United Kingdom,50.44060135,-4.995299816
BER,Brandenburg,64795.682,Germany,52.36669922,13.50329971
XNN,Caojiabao,64726.354,China,36.54999924,101.75
MYY,Miri,63175.14,Malaysia,4.455299854,114.0008011
GAY,Gaya,62403.866,India,24.74670029,84.94580078
AOK,Karpathos,61593.595,Greece,35.42139816,27.14609909
DGO,Guadalupe Victoria Intl,61142.963,Mexico,24.125,-104.5250015
LTO,Loreto International,60904.648,Mexico,25.98329926,-111.3499985
CWB,Afonso Pena International,60493.013,Brazil,-25.52669907,-49.17779923
OMS,Omsk,60449.683,Russian Federation,54.96670151,73.30000305
EBU,Boutheon,60172.371,France,45.54169846,4.297500134
BBI,Biju Patnaik,60055.38,India,20.24360085,85.8199997
BWX,Blimbingsari Airport,60055.38,Indonesia,-8.310600281,114.3399963
KNH,Shangyi,59873.394,Taiwan,24.42060089,118.3443985
BAU,Central Railway Station,58928.8,Italy,41.11780167,16.86940002
NAT,Natal International,58885.47,Brazil,-5.768099785,-35.37609863
MZR,Mazar-e-Sharif,58326.513,Afghanistan,36.70420075,67.20829773
VST,Hasslo,58144.527,Sweden,59.58919907,16.63059998
DLE,Tavaux,58127.195,France,47.04029846,5.430600166
MYJ,Matsuyama,57728.559,Japan,33.82220078,132.7041931
KLU,Klagenfurt,56874.958,Austria,46.64310074,14.3416996
SLA,Martin M. de Guemes,56710.304,Argentina,-24.85499954,-65.47219849
HHQ,Hua Hin,56155.68,Thailand,12.63059998,99.95439911
ANC,Ted Stevens Intl,55986.693,United States,61.1692009,-149.9853058
FAE,Vagar,55921.698,Denmark,62.06669998,-7.266699791
GPA,Araxos,55882.701,Greece,38.1511116,21.42555618
DNR,Pleurtuit,55687.716,France,48.58779907,-2.083600044
OZZ,Ouarzazate,55596.723,Morocco,30.91670036,-6.916699886
ISG,New Ishigaki,55505.73,Japan,24.39640045,124.2450028
LJG,Sanyi Airport,55380.073,China,27,100
TFN,Tenerife-Norte,54652.129,Spain,28.47500038,-16.33060074
KTT,Kittila,53971.848,Finland,67.66670227,24.89999962
ILO,Iloilo International,53815.86,Philippines,10.71440029,122.543602
KYA,Konya,53269.902,Turkey,37.97919846,32.56219864
ERF,Erfurt-Weimar,52632.951,Germany,50.98329926,10.9666996
DNZ,Denizli,52355.639,Turkey,37.78720093,29.70330048
KSF,Kassel-Calden,51705.689,Germany,51.40810013,9.375300407
NBC,Begishevo,51463.041,Russian Federation,55.56470108,52.09249878
NYT,Nay Pyi Taw International,51385.047,Myanmar,19.62338829,96.20104981
DIY,Diyarbakir,51281.055,Turkey,37.89530182,40.2030983
YQR,Regina International,50930.082,Canada,50.43190002,-104.665802
BHM,Shuttlesworth International,50427.454,United States,33.56309891,-86.75559998
JCN,Incheon Heliport,50379.791,South Korea,37.47219849,126.6082993
KEJ,Kemerovo,50154.475,Russian Federation,55.33330154,86.08329773
MKE,General Mitchell Intl,49695.177,United States,42.95029831,-87.89720154
CIY,Vincenzo Magliocco,49582.519,Italy,36.99169922,14.60690022
BLA,J.A. Anzoategui Intl,49101.556,Venezuela,10.1097002,-64.6875
MPN,Mount Pleasant,48672.589,Falkland Islands,-51.82220078,-58.44169998
JHG,Xishuangbanna Gasa International,48161.295,China,22.01670075,100.8000031
NGS,Nagasaki,48161.295,Japan,32.91189957,129.9174957
IGU,Cataratas International,48148.296,Brazil,-25.52470017,-54.58470154
KHE,Kherson,47987.975,Ukraine,46.6753006,32.62779999
INU,Nauru Island Intl,47663,Nauru,-0.533299983,166.9167023
VOG,Gumrak Airport,47459.349,Russian Federation,48.75,44.5
DKR,Leopold Sedar Senghor International,47164.705,Senegal,14.7407999,-17.49060059
AOJ,Aomori,47160.372,Japan,40.73939896,140.7014008
TRC,Francisco Sarabia Intl,46709.74,Mexico,25.56830025,-103.4107971
VCA,Can Tho International Airport,45236.52,Vietnam,10.0472002,105.7664032
KQT,Qurghonteppa International,45067.533,Tajikistan,37.83330154,68.84999847
ADZ,Gustavo Rojas Pinilla International,44677.563,Colombia,12.58329964,-81.69999695
MJT,Mytilene,44573.571,Greece,39.05609894,26.59939957
RNO,Reno/Tahoe Internation,44538.907,United States,39.49779892,-119.7675018
XCR,Vatry Airport,44408.917,France,48.76779938,4.201099873
TPS,Birgi,44248.596,Italy,37.9117012,12.48639965
LPP,Lappeenranta,44222.598,Finland,61.04610062,28.15670013
BUF,Buffalo Niagara International,44135.938,United States,42.94060135,-78.73249817
PMV,Del Caribe International,43641.976,Venezuela,10.96829987,-63.83330154
UKK,Ust-Kamenogorsk Airport,43546.65,Kazakhstan,50.03329849,82.5
SOC,Adi Sumarmo,43498.987,Indonesia,-7.5,110.7514038
OMA,Eppley Airfield,43381.996,United States,41.30189896,-95.89330292
RLG,Laage,42857.703,Germany,53.91669846,12.2833004
SHO,King Mswati III Intl,42836.038,Swaziland,-26.51919937,31.31579971
PVD,T.F. Green State Apt,42732.046,United States,41.72829819,-71.42610169
MSU,Moshoeshoe I International,42671.384,Lesotho,-29.30139923,27.50559998
YXX,Abbotsford International,42584.724,Canada,49.02389908,-122.3660965
NLK,Norfolk Island,41679.127,Norfolk Island,-29.04249954,167.9394074
HIA,Lianshui,41666.128,China,33.78749847,119.1278
KSQ,Khanabad,41596.8,Uzbekistan,38.79999924,65.76670075
ZLO,Playa de Oro Intl,41271.825,Mexico,19.11330032,-104.3506012
TUC,Benjamin Matienzo,40933.851,Argentina,-26.83329964,-65.19999695
PDV,Krumovo,39993.59,Bulgaria,42.06779862,24.85079956
KDH,Kandahar International,39924.262,Afghanistan,31.50690079,65.84750366
LBC,Luebeck-Blankensee,39776.94,Germany,53.80609894,10.72060013
TAT,Tatry/Poprad,39612.286,Slovakia,49.07189941,20.24029923
PNA,Pamplona,39464.964,Spain,42.76940155,-1.644400001
TMJ,Termez,39204.984,Uzbekistan,37.26670075,67.28330231
POL,Pemba,39079.327,Mozambique,-12.98830032,40.52249908
TLN,Hyeres Airport,39066.328,France,43.11669922,6.116700172
MCX,Makhachkala,38823.68,Russian Federation,42.96670151,47.5
PBC,Hermanos Serdan Intl,37913.75,Mexico,19.13500023,-98.36750031
WXN,Wuqiao,37593.108,China,30.89999962,108.4666977
AAN,Al Ain International,37545.445,United Arab Emirates,24.26169968,55.60919952
YWH,Inner Harbour SPB,37437.12,Canada,48.65499878,-123.4666977
AKX,Aktobe,37207.471,Kazakhstan,50.25,57.21670151
DSN,Ejin Horo,36873.83,China,39.84999847,110.0333023
PED,Pardubice Airport,36691.844,Czech Republic,50.01330185,15.73890019
FRL,Luigi Ridolfi,36657.18,Italy,44.19530106,12.0685997
DOL,St Gatien,36267.21,France,49.3628006,0.164199993
WUS,Fujian Province Airport,36041.894,China,27.70089912,118.0002976
PIS,Biard,36033.228,France,46.59170151,0.305599988
CLY,Ste Catherine,36002.897,France,42.52780151,8.791700363
BHY,Fucheng,35972.566,China,21.48329926,109.0832977
ASF,Astrakhan,35946.568,Russian Federation,46.34999847,48.04999924
AKJ,Asahikawa,35881.573,Japan,43.67079926,142.4514008
GAU,Gopinath Bordoloi International,35803.579,India,26.10420036,91.58750153
EGO,Belgorod,35729.918,Russian Federation,50.63330078,36.65000153
MEM,Memphis Intl,35599.928,United States,35.04970169,-89.97859955
GSM,Dayrestan Airport,35305.284,Iran,26.95000076,56.27769852
LIH,Lihue,35240.289,United States,21.97920036,-159.3457947
LYI,Shubuling Airport,34958.644,China,35.05270004,118.4262009
SCW,Syktyvkar,34932.646,Russian Federation,61.66669846,50.76670075
TRW,Bonriki International,34741.994,Kiribati,1.358299971,172.9416962
IOM,Ronaldsway,34508.012,United Kingdom,54.08250046,-4.627799988
EBJ,Esbjerg,34417.019,Denmark,55.52640152,8.552499771
AJN,Ouani Airport,34196.036,Comoros,-12.12639999,44.42969894
RVN,Rovaniemi,34048.714,Finland,66.56310272,25.82670021
WIL,Wilson,34027.049,Kenya,-1.322199941,36.81330109
KLV,Karlovy Vary International Airport,33888.393,Czech Republic,50.2030983,12.91499996
HNA,Hanamaki,33589.416,Japan,39.42689896,141.1383057
BBK,Kasane,32735.815,Botswana,-17.7833004,25.16670036
SLW,Plan de Guadalupe Intl,32714.15,Mexico,25.5333004,-100.9167023
OUL,Oulu,32640.489,Finland,64.92919922,25.35829926
CFK,AbouBakr Belkaid,32540.83,Algeria,36.21279907,1.331699967
PZU,Port Sudan,32237.52,Sudan,19.57780075,37.21390152
BTH,Hang Nadim,31596.236,Indonesia,1.130599976,104.1342011
TIJ,A.L. Rodriguez Intl,31518.242,Mexico,32.54140091,-116.9702988
ISE,Suleyman Demirel,31236.597,Turkey,37.86669922,30.38330078
CYO,Vilo Acuna Intl,31119.606,Cuba,21.61750031,-81.55079651
VIT,Vitoria Airport,31119.606,Spain,42.88389969,-2.723099947
CVT,Coventry Airport,31119.606,United Kingdom,52.36920166,-1.478600025
YAP,Yap International,31006.948,Micronesia,9.49750042,138.0894013
OVD,Asturias,30807.63,Spain,43.43050003,-5.826399803
ZYI,Xinzhou Airport,30738.302,China,27.81110001,107.2461014
AZA,Mesa Gateway Airport,30673.307,United States,33.30780029,-111.6554031
STV,Surat,30625.644,India,21.16670036,72.83329773
DUD,Dunedin International,30504.32,New Zealand,-45.92499924,170.199997
SEB,Sebha,30192.344,Libya,27.01670075,14.46249962
NZH,Xijiao Airport,30166.346,China,49.56560135,117.3450012
YYT,St Johns International,30071.02,Canada,47.6169014,-52.75
NVI,Navoi International,29733.046,Uzbekistan,41.21049881,68.99490356
BQS,Ignatyevo,29672.384,Russian Federation,50.41669846,127.4000015
DAL,Dallas Love Field,29551.06,United States,32.84690094,-96.85140228
BLJ,Mostepha Ben Boulaid Airport,29451.401,Algeria,35.54779816,6.159999847
YCU,Guangong,29447.068,China,35.98300171,111.0169983
OKD,Okadama,29395.072,Japan,43.11529923,141.3843994
SUV,Nausori International,29195.754,Fiji,-18.04109955,178.5661011
MQP,Kruger Mpumalanga Intl,28970.438,South Africa,-25.38820076,31.10199928
DIR,Aba Tenna D Yilma International,28597.8,Ethiopia,9.622200012,41.85079956
SRQ,Sarasota-Bradenton International,28597.8,United States,27.39389992,-82.55419922
AXA,Clayton J. Lloyd International,28511.14,Anguilla,18.21030045,-63.05749893
AHU,Charif Al Idrissi,28385.483,Morocco,35.17969894,-3.836899996
GOM,Goma International,28350.819,Democratic Republic of the Congo,-1.669999957,29.23500061
HTA,Kadala Airport,28121.17,Russian Federation,52.03329849,113.3000031
BPN,Sepinggan,27661.872,Indonesia,-1.268100023,116.8930969
SUJ,Satu Mare,27592.544,Romania,47.79999924,22.88330078
PAC,Marcos A. Gelabert International,27458.221,Panama,8.971300125,-79.55560303
ENU,Akanu Ibiam International Airport,27436.556,Nigeria,6.475599766,7.566100121
OSM,Mosul International Airport,27371.561,Iraq,36.30749893,43.1493988
TAG,Bohol International Airport,27206.907,Philippines,9.571100235,123.7699966
HOF,Al-Ahsa Airport,27167.91,Saudi Arabia,25.28549957,49.4864006
YIH,Sanxia,27107.248,China,30.70000076,111.1832962
MAJ,Majuro International,26738.943,Marshall Islands,7.064700127,171.274704
KZO,Kyzylorda Airport,26721.611,Kazakhstan,44.83330154,65.83329773
BEW,Beira,26418.301,Mozambique,-19.79439926,34.91189957
PNI,Pohnpei International,26266.646,Micronesia,7.016699791,158.2360992
AXM,El Eden International,26249.314,Colombia,4.456399918,-75.76809692
BVE,Vallee de la Dordogne,26205.984,France,45.15000153,1.466699958
HHP,Sheung Wan Heliport,26205.984,Hong Kong (SAR),22.31809998,114.199997
MKZ,Malacca,26205.984,Malaysia,2.264199972,102.2533035
EUX,F. D. Roosevelt,26002.333,"Bonaire, Saint Eustatius & Saba",17.49309921,-62.97779846
AJR,Arvidsjaur,25608.03,Sweden,65.58329773,19.2833004
KUA,Sultan Haji Ahmad Shah,25582.032,Malaysia,3.772200108,103.2102966
DTB,Silangit,24958.08,Indonesia,2.25970006,98.99530029
HLZ,Hamilton International,24802.092,New Zealand,-37.86109924,175.3332977
VNX,Vilankulos,24685.101,Mozambique,-22.0333004,35.29999924
JER,Jersey States,24611.44,United Kingdom,49.21110153,-2.216700077
MJV,San Javier,24563.777,Spain,37.77470017,-0.811100006
PWQ,Pavlodar,24373.125,Kazakhstan,52.18330002,77.0667038
YKS,Yakutsk,24299.464,Russian Federation,62.08330154,129.7666931
ARU,Dario Guarita,24264.8,Brazil,-21.14360046,-50.42610169
GAN,Gan Island International,24199.805,Maldives,-0.694400012,73.1556015
BSK,Mohamed Khider Airport,24139.143,Algeria,34.79330063,5.738100052
NCU,Nukus,24139.143,Uzbekistan,42.48329926,59.63330078
ANF,Cerro Moreno,23996.154,Chile,-23.43939972,-70.44280243
TCV,Tres Cruces Bus Station,23991.821,Uruguay,-34.89360046,-56.16669846
AMI,Selaparang,23961.49,Indonesia,-8.56000042,116.0969009
IQQ,Diego Aracena,23909.494,Chile,-20.2317009,-70.14080048
LYG,Baitabu,23866.164,China,34.54999924,119.25
LUM,Dehong Mangshi,23861.831,China,24.4829998,98.51699829
YXU,London International,23801.169,Canada,43.03329849,-81.15000153
FZO,Filton,23779.504,United Kingdom,51.51940155,-2.576100111
TUA,Luis A. Mantilla Intl,23762.172,Ecuador,0.800000012,-77.71669769
UUD,Ulan-Ude,23753.506,Russian Federation,51.83330154,107.5
CSO,Cochstedt Airport,23749.173,Germany,51.84999847,11.41670036
AZN,Andizhan,23718.842,Uzbekistan,40.73329926,72.30000305
TOF,Tomsk,23640.848,Russian Federation,56.5,84.96669769
BOO,Bodo,23575.853,Norway,67.26920319,14.37220001
LXA,Gonggar,23255.211,China,29.66670036,91.15000153
URA,Ak Zhol Airport,22982.232,Kazakhstan,51.25,51.43330002
FSP,St-Pierre,22956.234,Saint Pierre and Miquelon,46.76259995,-56.17549896
YQM,Greater Moncton Intl,22930.236,Canada,46.10889816,-64.68830109
RDZ,Marcillac,22930.236,France,44.40890122,2.483299971
LYA,Beijiao,22878.24,China,34.68330002,112.4666977
APL,Nampula,22466.605,Mozambique,-15.10169983,39.28720093
PPG,Pago Pago Intl,22392.944,United States,-14.33440018,-170.7097015
FGI,Fagali'I,22392.944,Western Samoa,-13.84930039,-171.7393036
OSI,Osijek,22323.616,Croatia,45.54999924,18.68330002
CFR,Carpiquet,22310.617,France,49.1733017,-0.448100001
HEA,Herat,22041.971,Afghanistan,34.20690155,62.22669983
TAM,F. Javier Mina Intl,21881.65,Mexico,22.27440071,-97.80169678
KWJ,Gwangju,21881.65,South Korea,35.12329865,126.8107987
RAP,Rapid City Regional,21660.667,United States,44.04529953,-103.0569
TAY,Tartu,21656.334,Estonia,58.36610031,26.73609924
SAB,Juancho E. Yrausquin,21548.009,"Bonaire, Saint Eustatius & Saba",17.64439964,-63.22219849
NEV,Vance W. Amory Intl,21465.682,Saint Kitts and Nevis,17.20499992,-62.59249878
TJJ,Bus Station,21301.028,China,39.14609909,117.2256012
BRC,San Carlos Bariloche Airport,21214.368,Argentina,-41.14970017,-71.15830231
EZS,Elazig,21097.377,Turkey,38.60829926,39.29169846
JSH,Siteia Airport,20919.724,Greece,35.21609879,26.10140038
WLS,Hihifo,20919.724,Wallis and Futuna Islands,-13.23330021,-176.1667023
UME,Umea,20902.392,Sweden,63.79359818,20.28440094
JMU,Dongjiao,20798.4,China,46.83330154,130.3500061
OGX,Ain Beida Airport,20746.404,Algeria,31.91670036,5.400000095
BAX,Barnaul,20720.406,Russian Federation,53.36669922,83.75
VSA,C.Rovirosa Perez Intl,20681.409,Mexico,17.9666996,-92.9332962
MXZ,Meixian,20677.076,China,24.35000038,116.1333008
LKE,Lake Union Spb,20633.746,United States,47.61669922,-122.3332977
HHA,Huanghua,20503.756,China,28.23329926,113.1500015
NQN,Presidente Peron,20356.434,Argentina,-38.95000076,-68.15219879
VIJ,Virgin Gorda,20317.437,British Virgin Islands,18.44639969,-64.42970276
CPQ,Campinas Intl,20265.441,Brazil,-23,-47.13330078
ACA,Acapulco International,20053.124,Mexico,16.75559998,-99.76689911
CBB,Jorge Wilstermann Intl,19992.462,Bolivia,-17.42830086,-66.17169952
BGA,Palonegro Intl Airport,19706.484,Colombia,7.107200146,-73.12809753
MHP,Minsk -1 Airport,19446.504,Belarus,53.86669922,27.54999924
NAV,Kapadokya Airport,19385.842,Turkey,38.77489853,34.52690125
NJC,Nizhnevartovsk,19381.509,Russian Federation,60.95000076,76.48329926
TER,Lajes,19342.512,Portugal,38.75669861,-27.09420013
VOL,Nea Anchialos Airport,19225.521,Greece,39.21910095,22.79529953
BIL,Logan International Airport,19203.856,United States,45.80690002,-108.5428009
ZSA,Cockburn Town,19056.534,Bahamas,24.05999947,-74.53309631
MFE,Miller International,18865.882,United States,26.17690086,-98.23970032
REG,Tito Menniti,18735.892,Italy,38.07529831,15.65079975
AAA,Anaa,18670.897,French Polynesia,-17.35510063,-145.5084992
BND,Bandar Abbas International Airport,18493.244,Iran,27.22669983,56.37829971
PKZ,Pakse International,18493.244,Laos,15.13169956,105.7838974
CIW,Canouan,18415.25,Saint Vincent and Grenadines,12.7166996,-61.33330154
VER,Heriberto Jara Intl,18306.925,Mexico,19.14999962,-96.1832962
ARH,Talagi,18246.263,Russian Federation,64.5667038,40.53329849
TEN,Fenhuang Airport,18163.936,China,27.63330078,109.0500031
PMF,Parma,18111.94,Italy,44.79999924,10.33329964
OMH,Urumiyeh,18077.276,Iran,37.66939926,45.07030106
RKV,Reykjavik Domestic Airport,18051.278,Iceland,64.12940216,-21.93889999
CRZ,Turkmenabat,18029.613,Turkmenistan,39.08330154,63.61669922
OAI,Bagram Airport,18016.614,Afghanistan,34.94639969,69.26499939
TTU,Sania Ramel Airport,18016.614,Morocco,35.58330154,-5.316699982
OMO,Mostar International Airport,17834.628,Bosnia and Herzegovina,43.28559876,17.84670067
MQF,Magnitogorsk,17804.297,Russian Federation,53.45000076,59.06669998
MUH,Mersa Matruh,17730.636,Egypt,31.33329964,27.2166996
SXR,Sheikh ul Alam,17453.324,India,33.98809815,74.77529907
IUE,Hanan International,17431.659,Niue,-19.08329964,-169.9333038
TKK,Chuuk International,17405.661,Micronesia,7.459700108,151.8388977
YNY,Yangyang International Airport,17388.329,South Korea,38.06669998,128.6000061
KHD,Khorramabad Airport,17349.332,Iran,33.43859863,48.28079987
CUF,Levaldigi,17340.666,Italy,44.53530121,7.617499828
AOE,Anadolu University Airport,17137.015,Turkey,39,30.5
ENH,Xujiaping,16881.368,China,30.2833004,109.3167038
IVL,Ivalo,16842.371,Finland,68.61109924,27.41559982
